domain,grain,record_id,source_row_id,source_file,source_sheet,source_row_number,year,data_confidence_score,data_confidence_marker,data_quality_issue_count,data_quality_highest_severity,record_date,worker_id,case_id,sex,age,role,worker_category,region,district,commune,fokontany,zone_type,attached_csb,start_date,current_status,inactive_reason,has_training,training_list,has_materials,materials_list,has_financial_support,financial_support_list,reports_monthly_rma,meeting_participation,has_bicycle,transport_mode,distant_hamlet_distance_km,home_visit_travel_duration_hours,households_served,recommended_by_csb
community,worker,chw_903118629e327ca2e485d286,903118629e327ca2e485d286,data_PROFESS_2026-06-27.xlsx,Sheet1,197,2026,1.0,high,1,info,2026-01-26,D003-0000041,654451b3-77c0-4b12-a64c-bbb019e671e2,male,44,ac,AC base,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ankilimary,Elonty,Accès normale,CSB2 Ankilimary,2022-12-01,Actif,,oui,autres,non,,oui,Formation,1-3,oui,non,a_pied,15,5,654,oui
community,worker,chw_56778dae4b77a98c997e529f,56778dae4b77a98c997e529f,data_PROFESS_2026-06-27.xlsx,Sheet1,198,2026,1.0,high,1,info,2026-01-26,D003-0000042,445d46d7-2ec7-4c50-9709-59dd29c5c66f,male,24,ac,AC spécifique,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ankilimary,Belamotikely,Eloignés,CSB2 Ankilimary,2006-01-01,Actif,,oui,autres,oui,t_shirt gai autre,oui,Formation,1-3,oui,non,a_pied,4,4,320,oui
community,worker,chw_6854bcf3aa1c01d4826d2df7,6854bcf3aa1c01d4826d2df7,data_PROFESS_2026-06-27.xlsx,Sheet1,199,2026,1.0,high,1,info,2026-01-26,D003-0000058,9aa906a1-534d-46a2-80fe-db46f034d0b6,male,23,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Betaly,Enclavés,CSB2 Ehara,2024-04-02,Actif,,oui,autres,oui,t_shirt gai autre,oui,Formation,1-3,oui,non,a_pied,0,1,300,oui
community,worker,chw_b27f65b20e49eb1c22b5c26b,b27f65b20e49eb1c22b5c26b,data_PROFESS_2026-06-27.xlsx,Sheet1,200,2026,1.0,high,1,info,2026-01-26,D003-0000059,3cc2ae1c-4c5c-44cf-870a-b1cb646eddc0,male,33,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Analamena,Accès normale,CSB2 Ehara,2025-03-16,Actif,,oui,autres,oui,t_shirt autre,oui,Formation,1-3,oui,non,a_pied,7,3,800,oui
community,worker,chw_125bd7f1c4c06533ae15626c,125bd7f1c4c06533ae15626c,data_PROFESS_2026-06-27.xlsx,Sheet1,201,2026,1.0,high,1,info,2026-01-26,D003-0000060,686bd196-94b0-4718-a99e-4b1ee5a7010b,female,44,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Antanile,Accès normale,CSB2 Ehara,2015-09-17,Actif,,oui,autres,oui,t_shirt gai autre,oui,Formation,1-3,oui,non,a_pied,0,1,225,oui
community,worker,chw_a51b450a6ba1b09df03409e7,a51b450a6ba1b09df03409e7,data_PROFESS_2026-06-27.xlsx,Sheet1,202,2026,1.0,high,1,info,2026-01-26,D003-0000061,28269792-b4b3-4564-b898-b778e681e272,male,54,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Beapombo,Accès normale,CSB2 Ehara,2011-10-15,Actif,,oui,autres,oui,t_shirt gai sac_a_dos autre,oui,Formation,tout_les_3,oui,non,a_pied,4,4,217,oui
community,worker,chw_2df1bebf05da581d14c833c2,2df1bebf05da581d14c833c2,data_PROFESS_2026-06-27.xlsx,Sheet1,203,2026,1.0,high,1,info,2026-01-26,D003-0000062,e615d50c-07cd-4c94-8aff-692c30d47e3b,male,25,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Antanile,Accès normale,CSB2 Ehara,2025-11-23,Actif,,non,,oui,t_shirt gai autre,non,,aucun,oui,non,a_pied,0,1,225,oui
community,worker,chw_f151f3240621073f24d73837,f151f3240621073f24d73837,data_PROFESS_2026-06-27.xlsx,Sheet1,204,2026,1.0,high,1,info,2026-01-26,D003-0000063,85b463f0-0e0f-4f3a-8027-f5a28d280d5d,female,23,ac,AC base,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Ehara,Accès normale,CSB2 Ehara,2026-01-05,Actif,,non,,oui,autre,non,,aucun,non,non,a_pied,1,5,800,oui
community,worker,chw_61942d7c590df15e88d83f42,61942d7c590df15e88d83f42,data_PROFESS_2026-06-27.xlsx,Sheet1,205,2026,1.0,high,1,info,2026-01-26,D003-0000044,fa635c33-accc-4d53-bfb9-3d2d60e7c895,male,35,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Ehara,Accès normale,CSB2 Ehara,2021-01-26,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gai,oui,indemnité,1-3,oui,non,a_pied,1,3,200,oui
community,worker,chw_5fed64f12a673473cd606a07,5fed64f12a673473cd606a07,data_PROFESS_2026-06-27.xlsx,Sheet1,206,2026,1.0,high,1,info,2026-01-26,D003-0000045,61315de1-cc87-4b69-9947-9366c58d2337,male,36,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Betaly,Eloignés,CSB2 Ehara,2025-01-26,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gilet gai,oui,indemnité de formation,1-3,oui,non,a_pied,0,1,300,oui
community,worker,chw_7874473e996c4bb8a96df081,7874473e996c4bb8a96df081,data_PROFESS_2026-06-27.xlsx,Sheet1,207,2026,1.0,high,1,info,2026-01-26,D003-0000046,31c1dad3-c60e-44e3-a4f6-1bb3e6e6957e,male,50,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Ehara,Accès normale,CSB2 Ehara,2011-01-26,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gilet gai,oui,indemnité de formation,1-3,oui,non,a_pied,6,3,200,oui
community,worker,chw_437952632ea5b8ec63aa4489,437952632ea5b8ec63aa4489,data_PROFESS_2026-06-27.xlsx,Sheet1,208,2026,1.0,high,1,info,2026-01-26,D003-0000047,939f39d2-f23d-43a9-8b60-0b8d8f83ad95,female,52,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Analamena,Accès normale,CSB2 Ehara,2025-01-26,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gilet,oui,indemnité de formation,1-3,oui,non,a_pied,7,4,400,oui
community,worker,chw_e5f0a8df70a2eb3e6f3b2e5c,e5f0a8df70a2eb3e6f3b2e5c,data_PROFESS_2026-06-27.xlsx,Sheet1,209,2026,1.0,high,1,info,2026-01-26,D003-0000048,64b08710-ad6f-4409-951e-73f6e6d3b626,male,52,ac,AC base,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Ehara,Accès normale,CSB2 Ehara,2025-01-26,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,non,,oui,indemnité de formation,1-3,oui,non,a_pied,1,3,200,oui
community,worker,chw_b41ff60fd8803474043a259b,b41ff60fd8803474043a259b,data_PROFESS_2026-06-27.xlsx,Sheet1,210,2026,1.0,high,1,info,2026-01-26,D003-0000049,f4be7704-2cbd-46e4-8e26-014526edc1fc,male,53,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Eseva,Accès normale,CSB2 Ehara,2018-01-26,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gilet gai,oui,indemnité de formation,1-3,oui,non,a_pied,0,1,200,oui
community,worker,chw_6b9bed0db40378a8290af5b0,6b9bed0db40378a8290af5b0,data_PROFESS_2026-06-27.xlsx,Sheet1,211,2026,1.0,high,1,info,2026-01-26,D003-0000050,14db0ffa-4a46-4001-9bab-e47505d00dde,male,45,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Eseva,Accès normale,CSB2 Ehara,2018-01-26,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gilet gai,oui,indemnité de formation,1-3,oui,non,a_pied,0,1,200,oui
community,worker,chw_515b8bd931e6dedb07fb87fb,515b8bd931e6dedb07fb87fb,data_PROFESS_2026-06-27.xlsx,Sheet1,212,2026,1.0,high,1,info,2026-01-26,D003-0000051,64b5441d-7e08-4887-9673-e32d9e369b8a,male,31,ac,AC spécifique,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Tanandava Bas,Accès normale,CSB2 Ehara,2021-01-01,Actif,,non,,oui,gilet,oui,INDEMNITÉ,tout_les_3,oui,non,a_pied,3,5,363,oui
community,worker,chw_5211b87d88bfebd763812bdc,5211b87d88bfebd763812bdc,data_PROFESS_2026-06-27.xlsx,Sheet1,213,2026,1.0,high,1,info,2026-01-26,D003-0000052,24c2adfe-64a5-4edb-9832-65fba5c8cb9e,male,33,ac,AC spécifique,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Tanandava Bas,Accès normale,CSB2 Ehara,2020-06-12,Actif,,oui,sante_maternelle,oui,t_shirt gilet sac_a_dos,oui,INDEMNITÉ,tout_les_3,oui,non,a_pied,3,2,363,oui
community,worker,chw_2f387758ef8e8d5992a734dc,2f387758ef8e8d5992a734dc,data_PROFESS_2026-06-27.xlsx,Sheet1,214,2026,1.0,high,1,info,2026-01-26,D003-0000053,a6d71951-04ee-454c-b332-04adf0f03fff,male,25,ac,AC spécifique,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Analamena,Accès normale,CSB2 Ehara,2025-06-06,Actif,,non,,non,,non,,aucun,oui,non,a_pied,7,3,800,oui
community,worker,chw_801fbdf6606efdb2d13f9cea,801fbdf6606efdb2d13f9cea,data_PROFESS_2026-06-27.xlsx,Sheet1,215,2026,1.0,high,1,info,2026-01-26,D003-0000054,87b2b682-da35-4c86-96a3-25ac4e61326b,male,29,ac,AC spécifique,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Soavinagny,Accès normale,CSB2 Ehara,2025-11-09,Actif,,non,,oui,t_shirt,oui,INDEMNITÉ,tout_les_3,oui,non,a_pied,1,3,150,oui
community,worker,chw_80f66d410d98a733a3ae107c,80f66d410d98a733a3ae107c,data_PROFESS_2026-06-27.xlsx,Sheet1,216,2026,1.0,high,1,info,2026-01-26,D003-0000055,c93e8a86-6761-4944-9f91-c59305c718e7,male,31,ac,AC spécifique,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Beapombo,Accès normale,CSB2 Ehara,2019-07-15,Actif,,non,,oui,t_shirt gilet,oui,INDEMNITÉ,tout_les_3,oui,non,a_pied,4,4,207,oui
community,worker,chw_786184e52c46d97e752c7987,786184e52c46d97e752c7987,data_PROFESS_2026-06-27.xlsx,Sheet1,217,2026,1.0,high,1,info,2026-01-26,D003-0000056,b6e35bf0-f799-4b06-b5a7-ba6b6d64d03c,male,21,ac,AC spécifique,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Analamena,Accès normale,CSB2 Ehara,2025-06-06,Actif,,non,,non,,oui,INDEMNITÉ,tout_les_3,oui,non,a_pied,7,3,800,oui
community,worker,chw_66e33f3054a541fa93f19b35,66e33f3054a541fa93f19b35,data_PROFESS_2026-06-27.xlsx,Sheet1,218,2026,1.0,high,1,info,2026-01-26,D003-0000057,34864ea1-e5c0-47d0-947f-003d1dae95c9,male,32,ac,AC spécifique,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Soavinagny,Accès normale,CSB2 Ehara,2025-11-23,Actif,,non,,non,,non,,tout_les_3,oui,non,a_pied,1,2,150,oui
community,worker,chw_ddb41cb9c2f1d03c8ff5ae77,ddb41cb9c2f1d03c8ff5ae77,data_PROFESS_2026-06-27.xlsx,Sheet1,219,2026,1.0,high,1,info,2026-01-26,D003-0000064,b7730bab-5455-411f-94a9-21ee61b661b4,male,36,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Ambakaky,Eloignés,CSB2 Ehara,2025-05-04,Actif,,oui,autres,oui,gai autre,oui,Formation,1-3,oui,non,a_pied,1,2,85,oui
community,worker,chw_4202e281ce34a84010262f5e,4202e281ce34a84010262f5e,data_PROFESS_2026-06-27.xlsx,Sheet1,220,2026,1.0,high,1,info,2026-01-26,D003-0000065,4cdcf43c-3c49-4eab-9bb6-07083d3579d3,male,37,ac,AC spécifique,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Ambakaky,Accès normale,CSB2 Ehara,2025-06-06,Actif,,non,,non,,oui,INDEMNITÉ,tout_les_3,oui,non,a_pied,0,0,85,oui
community,worker,chw_43c62f3b1eb10007dbed09c7,43c62f3b1eb10007dbed09c7,data_PROFESS_2026-06-27.xlsx,Sheet1,221,2026,1.0,high,1,info,2026-01-26,D003-0000066,93e01a67-7a9a-4832-8d36-60e07f43e14b,male,68,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Bekinagna haut,Accès normale,CSB2 Ehara,2012-01-26,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gilet gai,oui,indemnité de formation,1-3,oui,non,a_pied,1,2,200,oui
community,worker,chw_71b0b3f87b3e11229698b796,71b0b3f87b3e11229698b796,data_PROFESS_2026-06-27.xlsx,Sheet1,222,2026,1.0,high,1,info,2026-01-26,D003-0000067,79eee1ee-4d53-4f9a-9902-800b2cf1559d,male,54,ac,AC essentiel,Atsimo-Andrefana,Benenitra,Atsimo-Andrefana|Benenitra|Ehara,Bekinagna haut,Accès normale,CSB2 Ehara,2022-01-26,Actif,,oui,sante_maternelle sante_de_lenfant nutrition vaccination,oui,t_shirt gilet gai,oui,indemnité de formation,1-3,oui,non,a_pied,6,3,200,oui
